hr_mean,hr_std,acc_mean,acc_std,acc_energy,gyro_mean,gyro_std,temp_synth,emg_rms_synth,emg_mav_synth,emg_wl_synth,label
121.0,6.376779483635495,9.865976871971553,0.825051894726037,98.01480671412367,9.93063231733776,0.8165584184310782,36.327332615904325,0.047231050297545006,0.026432048350502668,0.37635087098912046,0
121.055,6.201959084225891,9.802934046820722,1.0372021836116865,97.1679253541573,9.831948840277809,1.0363498402189149,36.262395301005775,0.04854919025116671,0.048198266097668176,0.19806293828807,0
120.995,6.204632326863356,9.882823363915428,1.26366819261007,99.25907065686198,9.902851303308749,1.2806512593077801,36.343735258776384,0.022633227635069544,0.055829267619027845,0.331755603124705,0
121.005,6.17296545531909,9.888166082430535,1.0550344776409812,98.88336073399576,9.933125348791163,1.0713096261073778,36.54002677026563,0.07021099570771099,0.029978718125207075,0.3643845221071052,0
121.11,6.024898089173344,9.793471710026877,0.9940546373266824,96.8952920339775,9.854556659363002,0.9919408891788583,36.456234102904915,0.048773172674256036,0.048885131237518795,0.3253008090800413,0
121.11,6.024898089173344,9.842574732745897,0.9986115863905466,97.86851634465906,9.886257036399593,0.9951651388435401,36.25628000658584,0.061289213514947836,0.03975949391869219,0.4015615855634455,0
121.11,6.024898089173344,9.805423545536037,0.9548908563268195,97.05358837211159,9.831316562785696,0.9861538401399883,36.36248328948993,0.0561644452544395,0.047610485393067545,0.4001835061570793,0
121.11,6.024898089173344,9.773902804435098,1.0093914983301426,96.54295287146095,9.78260532468977,1.028148828354727,36.51884827465852,0.05299998828876222,0.06222934969539681,0.30420788258031517,0
121.145,5.9151432440803955,10.118759885074082,1.536003879372124,104.73681298964344,10.141026152656977,1.621443585903333,36.12440709894084,0.059700689880341606,0.028425681019417157,0.25144049778796473,0
121.09,5.91071763109801,10.322234907249042,1.7173216207955837,109.48298106193636,10.395681502930284,1.7995048060545977,36.021312999389465,0.049015211227402114,0.037145706349691436,0.3612048496794206,0
121.11,5.848841314621049,10.006256663557764,1.1801737716220375,101.51101849756262,10.092541978636769,1.1850081828942138,36.38817389029866,0.05371947465199574,0.03144430445600824,0.20912658609068036,0
121.255,5.564602321368066,9.808648219937771,0.7127232763379172,96.7150144987791,9.886080901108071,0.6969587198805118,36.46918622840964,0.03726692188799538,0.035269425376706715,0.2129443500629657,0
121.31,5.388793508512543,9.799593499943116,0.4297731413710208,96.21581419240607,9.878062567315169,0.4232442649142598,36.3174697249476,0.05959220827562405,0.06084925316893974,0.3924167407503323,0
121.355,5.245622726516341,9.82071134006521,0.2941640269226892,96.53247103724712,9.881846254883781,0.2870002166740755,36.136113767530674,0.03381115022186479,0.03396357144175198,0.2503385649340576,0
121.41,5.070547530721562,9.804182975495326,0.13421567442139068,96.13992759501647,9.851652379461065,0.09149047019038524,36.049171901402765,0.057676785734924,0.05763160454969641,0.26193063257241184,0
121.495,4.8026348505312875,9.804818383186499,0.1091128260411962,96.14630960803457,9.85016512032543,0.04905561681494625,36.59195315639859,0.05120615537927078,0.028302861286488915,0.27356084832456457,0
121.475,4.719187286304294,9.80859259195961,0.09770898324686646,96.21798794522503,9.849456383740652,0.05094102975182049,36.38509890351724,0.051342160880909565,0.03666124090605498,0.39541333699702264,0
121.48,4.703211775481211,9.808094881537755,0.10315968704670282,96.20931391667355,9.848331624839851,0.05704820784480628,36.28324661409114,0.0555802126515141,0.04685696990290774,0.17962223345617112,0
121.545,4.639569270425367,9.879569403413994,0.28043498049089494,97.68414215626542,9.935695377356803,0.29062487813166077,36.422995685998956,0.04852426069591238,0.03690363668705541,0.40047165551400893,0
121.5,4.783766519234897,9.828536143756908,0.5671012676853279,96.92011855770716,9.912351543782874,0.5763263909637859,36.23598962329251,0.03489125995437485,0.05790979887745003,0.3243489940543493,0
121.44,4.974952336833876,9.759190306066097,0.49855847684831406,95.48911318207762,9.837753178284173,0.49855162803523795,36.23802086404304,0.04916741469668274,0.047388934338316625,0.25333762838776636,0
121.395,5.117609268312264,9.801533579501083,0.10083197774201184,96.080176762384,9.867791160725512,0.055817036811618495,36.36162442397466,0.05530621485520693,0.057039373968349315,0.2539764880247992,0
121.345,5.277807428874363,9.788747292689909,0.08701270692451074,95.82710691525448,9.863979253861975,0.04071346103659699,36.41070444036443,0.07034860412863773,0.039428543952103046,0.24103780350054815,0
121.2,5.570922354457743,9.786355371015945,0.09341048278078276,95.7814333385145,9.867277872210453,0.039375398154960405,36.428551550272566,0.037992349415027084,0.03465986349164304,0.2293329217716037,0
121.145,5.7418480557637,9.789025477396406,0.09651444519713263,95.83428826005701,9.860308177684884,0.0396896410304856,36.315221399410405,0.03847490479782115,0.03263046147418276,0.35278656934026864,0
121.185,5.786900386251867,9.792262941996842,0.09237641914974783,95.89690426100552,9.8545643877552,0.039782700969906166,36.35479662267849,0.04497873287865245,0.044242487993467694,0.41248369612998975,0
121.12,5.997118235926186,9.788831095064292,0.08933865320889496,95.82915569568,9.856571935602572,0.03954529722303035,35.94632863940813,0.06771646916251095,0.025147126310695295,0.2921767088382998,0
121.045,6.233559280742637,9.779929850054188,0.08608466185751146,95.65440138814297,9.857158102630246,0.03868443420343671,36.43581640136771,0.06151387333341013,0.032031355473101396,0.2644613703880237,0
120.99,6.408999639718319,9.78773761629357,0.08524947531545463,95.8070387810845,9.861774417210901,0.04208211020836241,36.24811869078926,0.07713889613258902,0.03736725734570001,0.2145525812661649,0
120.91,6.665888564306997,9.806658464715406,0.09086014907618761,96.17876453243098,9.863036782086965,0.04377449890497302,36.33194718821648,0.05322102319941902,0.05706146636946639,0.23880244855309848,0
